Symbol,Amount,Price,Worth
PEPE,4.79291E+11,9.46E-06,4534091.985
BUSD,4495630.003,1.000625569,4498442.329
USDP,4232997.54,0.99988109,4232494.195
OM,3354404.523,1.254254285,4207276.245
DAI,3975640.802,0.9999,3975243.238
AUDIO,27718020.32,0.138690957,3844238.773
LEVER,1570545845,0.002353,3695494.373
JASMY,159547303.5,0.02304258,3676381.486
HIFI,6763537.619,0.531770366,3596648.877
BEAM,190506853.4,0.018383385,3502160.807
OCEAN,4910807.471,0.710699629,3490109.047
G,78486670.63,0.03905,3064904.488
WETH,1153.169594,2629.43,3032178.727
ENS,152903.5771,19.25775909,2944580.252
BANANA,73580.73177,39.58420108,2912634.482
BLUR,11909274.06,0.239239558,2849169.46
BNB,4646.612859,599.5005723,2785647.068
ID,6453795.857,0.428004615,2762254.41
ERN,1254195.248,2.174739674,2727548.163
ETHFI,1599523.235,1.657062409,2650509.825
ZRX,6864516.91,0.352531934,2419961.424
ENJ,13458693.22,0.162797889,2191046.839
TURBO,347996446.4,0.006243951,2172872.874
COTI,17413125.15,0.123901547,2157513.136
BAT,11187608.08,0.192229377,2150586.929
BADGER,652446.3455,3.174926135,2071468.954
SKL,52664735.65,0.038452168,2025073.253
PEOPLE,26929522.88,0.072765218,1959532.592
RAD,1645056.037,1.17978878,1940818.655
FLUX,3049752.166,0.6316,1926223.468
API3,1169953.373,1.621755748,1897378.609
GHST,1751477.724,1.083,1896850.375
TUSD,1895418.986,0.99891,1893352.979
STRK,3976199.025,0.468918007,1864511.323
BBTC,27.0692196,64984.59,1759082.137
PHA,13073148.37,0.128849313,1684466.185
IQ,255765704.1,0.006313416,1614755.255
STORJ,3649204.389,0.440633606,1607962.088
FRONT,2749370.524,0.583605237,1604547.035
ACH,76204473.25,0.02024677,1542894.476
HOT,815739995.5,0.001871588,1526729.358
1INCH,5039770.605,0.299867842,1511265.134
CVX,717650.9702,2.079042734,1492027.035
LPT,99572.20967,14.79825179,1473494.63
AXS,279974.2027,5.22540373,1462978.243
MATIC,3403881.919,0.421317091,1434113.629
CHZ,20530044.09,0.069516867,1427184.345
Auction,88226.40391,15.54,1371038.317
APE,1657584.797,0.826126381,1369374.529
STG,3809755.788,0.3499,1333033.55
GLM,3871575.92,0.343884895,1331376.478
SNX,779356.681,1.703715077,1327801.728
TOMOE,2949952.42,0.444427618,1311040.327
MANA,4046364.4,0.320475539,1296760.812
ABSHIBA.com,8824230,0.13989778,1234490.186
AEVO,2904993.48,0.422587125,1227612.843
OGN,12763913.84,0.095880603,1223811.761
T,46273794.35,0.026142544,1209714.701
CVC,9665651.577,0.124483814,1203217.173
ABSHIBA.com,8239291,0.143433623,1181791.362
PUNDIX,2631313.233,0.435371069,1145597.654
TRB,14980.64965,76.23079999,1141986.907
AMP,268113259.9,0.00420953,1128630.846
Metis,28033.89809,40.07,1123318.297
SLP,364161458,0.00301063,1096355.539
SNT,44153900.57,0.024646384,1088233.968
MDT,21862360.43,0.04958905,1084133.691
USDT,385424666.7,0.002812716,1084090.102
NEXO,1033787.565,1.043763952,1079030.195
MEME,90130803.16,0.011852278,1068255.321
TRX,6018223.323,0.17329644,1042936.679
BICO,4200916.535,0.24753801,1039886.517
POWR,4468969.581,0.230692643,1030958.402
GNO,6274.621964,161.2,1011469.061
VANRY,9288646.946,0.10798712,1003054.235
RARE,7039114.261,0.142361051,1002095.702
FXS,452495.1326,2.046671047,926108.6869
SUSHI,1249311.782,0.738018395,922015.0759
AERGO,8169700.614,0.112856533,922004.0885
COS,116839067.3,0.007687,898141.91
GTC,1342731.149,0.666167884,894484.3683
IDRT,13393847179,6.58E-05,881166.8357
AST,9902246.908,0.083594381,827772.1981
PORTAL,2362301.901,0.348896359,824198.5331
MAV,3430861.702,0.2373,814143.482
LQTY,839847.9128,0.946,794496.1255
AXL,1115892.769,0.7039,785476.9201
ARPA,16144706.63,0.04764,769133.8241
SYN,1529250.693,0.499464549,763806.5081
LRC,5532388.674,0.137637719,761465.3602
RSR,105141771.5,0.006957849,731560.5725
DEGOV2,445329.1933,1.632,726777.2435
CELR,51783053.31,0.013894843,719517.3808
SSV,29078.56514,24.62847281,716160.6511
STMX,102153154.6,0.006803905,695040.3181
STPT,13835275.45,0.048756298,674556.8061
MASK,283808.6257,2.367808112,672004.366
BAL,312780.4601,2.108983421,659648.8047
CYBER,164268.7746,3.841063907,630966.8612
TRU,5809647.395,0.104894857,609402.1348
KNC,1195316.241,0.4954,592159.6659
OMNI,57850.76868,10.01,579086.1945
FARM,12798.21796,44.09521597,564340.185
CLV,11315740.7,0.0498,563523.8869
BabyDoge,2.5413E+14,2.21E-09,561336.004
ORN,421905.8525,1.292425397,545281.8391
REQ,5059053.019,0.107596611,544336.9602
DF,15277631.57,0.035267008,538796.3581
QNT,6691.032313,78.49334571,525201.5125
CTSI,3575504.923,0.144202403,515596.4006
QKC,53462378.06,0.009625407,514597.1658
DUSK,2047959.842,0.2439,499497.4054
HIGH,343476.614,1.449301918,497801.3154
GALA,4962704409,9.87E-05,489921.4498
cDAI,20540897.37,0.02378025,488467.6757
CHR,2193925.691,0.216741394,475514.513
RPL,41264.52794,11.47945964,473694.4831
COMP,9412.665559,48.96493216,460890.5305
SAND,1588752.703,0.28722209,456324.8713
ALPHA,6847795.814,0.065605467,449252.8437
OXT,5823335.657,0.076890548,447759.467
IDEX,9610370.287,0.04429,425643.3
VGX,13984472.74,0.03014,421492.0084
ILV,10102.75761,41.71630228,421449.6903
NMR,24886.70192,16.19623224,403070.804
BAND,300572.1566,1.294399381,389060.4134
ALICE,336877.3414,1.150537426,387589.9894
PEPE,6.23097E+13,6.06E-09,377833.8297
DYDX,348676.0562,1.043869681,363972.3637
GRT,1952780.544,0.186314642,363831.6078
BLZ,2343096.843,0.152816384,358063.5873
RLC,206677.825,1.693939634,350099.7592
LOOM,5910362.932,0.058904,348144.0181
BEL,530887.9181,0.638801972,339132.2493
YFI,63.15031996,5260.050605,332173.8787
ONDO,395202.5175,0.818058764,323298.8829
Cake,152423.8625,2.098,319785.2635
AGIX,451853.726,0.703457066,317859.6966
BNT,588310.7777,0.531403443,312630.3728
ALT,2405716.164,0.12856,309278.8701
PROM,53828.30683,5.7443,309205.9429
CREAM,30192.21815,10.10297383,305031.1899
PYR,97876.33269,3.080231045,301481.7185
PIXEL,1868054.851,0.1593,297581.1378
FUN,82616458.42,0.003587783,296409.9068
CHESS,1690748.273,0.168429745,284772.3005
SUPER,272810.3144,1.042121854,284301.5906
DENT,300960022,0.000934104,281127.9922
MLN,16056.70862,16.34534677,262452.4703
REZ,5607907.789,0.045265233,253843.25
USDC,65875185.12,0.003611931,237936.652
ALCX,15566.62648,15.06507248,234512.3563
FTX Token,161530.8612,1.4298,230956.8253
AGI,5613999.9,0.040675683,228353.282
SPELL,366952077,0.000587306,215513.3392
VIB,2773275.295,0.07266,201506.183
GMT,1272014.288,0.158319652,201384.8596
REN,4723417.794,0.0425,200745.2562
DATA,4420791.728,0.045300781,200265.3178
FIS,565578.3466,0.349688247,197776.1004
WBTC,1271.399847,151.6225382,192772.8719
HFT,1097336.184,0.1692,185669.2823
RDNT,2258386.716,0.081921224,185009.8034
BDOT,36523.69023,4.791,174984.9999
NKN,2051749.356,0.084769543,173925.8547
Zepe.io,750000,0.22512415,168843.1126
WOO,868152.7626,0.193912895,168346.0158
DODO,1197193.057,0.138960062,166362.0219
OMG,567527.826,0.288772948,163886.6836
AVA,297418.5757,0.535348374,159222.5508
ADX,1009505.52,0.154498115,155966.7002
W,523709.4707,0.2931,153499.2459
ATA,1573024.873,0.0949,149280.0605
SATO,41601928.58,0.003336026,138785.1345
PERP,192991.8978,0.697286198,134570.5866
ANKR,4396766.835,0.030314532,133285.9299
HEGIC,5434324.571,0.024333406,132235.624
CVP,3662259.49,0.035289071,129237.7341
LINA,26937294.52,0.004552738,122638.4556
LIT,164332.2445,0.745,122427.5222
UTK,2520640.405,0.048534396,122337.7598
UNFI,44015.57487,2.742875312,120729.2337
sUSD,118358.0502,0.998853724,118222.3791
PDA,2246923.982,0.0511,114817.8155
UFT,464019.5061,0.245763248,114038.9411
AKRO,23593257.12,0.004671825,110223.5667
FORTH,33681.63025,3.162323717,106512.2182
LOKA,427453.6959,0.241745692,103335.0896
LTO,740537.6042,0.130200221,96418.15962
C98,688496.6587,0.136827195,94205.06666
TROY,60651840.21,0.001501281,91055.47638
STMX,12979851.83,0.006932,89976.33289
TRIBE,225161.3221,0.394995858,88937.78965
ARB,142829.6575,0.6159,87968.78606
KP3R,1704.658649,51.16588246,87220.36405
ELF,208700.9118,0.400783233,83643.82608
BETA,1740937.59,0.04745,82607.48866
WXRP,129405.6195,0.591898803,76595.03132
BBCH,210.999,351.2,74102.8488
VIDT,1462710.93,0.04788,70034.59934
EFI,1236790.12,0.05434,67207.17513
USDP,21842956.74,0.003059896,66837.18566
ANT,9535.286345,6.606400503,62993.92051
CREAM,3401.212595,18.51840765,62985.04135
DNT,1663884.662,0.037077837,61693.24439
DGD,121.1768182,506.811226,61413.77181
DAI,15983257.48,0.003648699,58318.0963
COMBO,128967.8235,0.4433,57171.43615
LUNA,626016028.8,8.82E-05,55197.90103
CHKN,7.66252E+11,6.79E-08,52021.88338
KNC,100710.4313,0.489921438,49340.19931
SHIB,6.73898E+11,6.92E-08,46649.70714
POND,3578926.584,0.012962459,46391.68812
POLS,137370.8784,0.332364271,45657.17179
AGLD,45163.96019,0.9805,44283.26297
WAXP,1190312.877,0.03712,44184.41399
DIA,104355.7979,0.403383865,42095.44511
LINK,2152391.198,0.018297544,39383.47234
GYEN,5881943.95,0.006654638,39142.20717
YFII,105.0509164,357.0204389,37505.32429
PAXG,1716.088192,21.74408164,37314.76175
DAR,214281.8115,0.173812451,37244.84692
APE,2186866.92,0.016623275,36352.89107
AXS,322427.2525,0.102955835,33195.76687
AVA,59219.26156,0.5357,31723.75842
RNDR,4759.450474,6.260891168,29798.40143
INJ,1243.685418,22.98900048,28591.08465
QUICK,624990.8189,0.045739102,28586.51858
IMX,7684412.112,0.003608895,27732.23384
MTLX,6567.680929,3.490743922,22926.09229
SAND,8681988.812,0.002574486,22351.65464
NFT,1,22108.9154,22108.9154
FOR,7459665.506,0.002834,21140.69204
PERL,43480967.46,0.000480895,20909.78977
QUICK,415.1325214,47.24328762,19612.22511
TUSD,5758348.251,0.003162005,18207.92763
Key7.net,98134,0.181036153,17765.80188
AGIX,5553033.294,0.003101663,17223.63855
RNDR,3685465.076,0.004518555,16652.97544
GRT,37295207.25,0.000444447,16575.74687
NU,185854.4592,0.085179724,15831.0316
MFT,2937044.032,0.005359411,15740.82633
PROS,45981.04127,0.33324831,15323.10431
DREP,2723687.478,0.005246,14288.46451
BFIL,3483.041827,4.079,14207.32761
ILV,45410.26258,0.290882806,13209.06459
MKR,1325.342211,9.966311621,13208.77348
TVK,105618.438,0.11831616,12496.36798
DEXE,1405.286748,8.800179076,12366.77503
XDATA,270020.174,0.04439832,11988.44209
ENJ,7331463.348,0.001576508,11558.11057
1INCH,7688757.934,0.001456019,11194.97665
MANA,6534699.834,0.001650295,10784.17963
TORN,4049.017105,2.58172034,10453.42982
IOTX,222906.778,0.045648035,10175.2563
OAX,68165.31441,0.1453,9904.420184
UST,521478.6772,0.018631993,9716.186849
JASMY,65811550.99,0.00013232,8708.213815
ASTEROID,99999000,8.18E-05,8183.754066
YFI,488.5307312,15.56333352,7603.166704
LOOM,118276.2178,0.05873,6946.362274
CND,18926723.03,0.000364678,6902.151264
UNI,746232.029,0.009145932,6824.987381
SNX,503209.2799,0.012162699,6120.382915
FXS,194401.008,0.031251716,6075.365054
makiswap.io,169990077,3.52E-05,5987.489815
AAVE,43052.53855,0.135238122,5822.344482
VIBE,6935575.477,0.000807789,5602.485035
NEXO,980727.6235,0.005424572,5320.027348
PNT,895312.9764,0.005554,4972.568271
ETH,1.81347394,2629.43,4768.402782
NPXS,27148247.76,0.000153574,4169.25636
WETH,1.48764899,2630.4,3913.111903
ZIL,240478.4986,0.01609,3869.299042
SUSHI,1699980.966,0.002219928,3773.835414
BOND,2107.635455,1.690054961,3562.019755
IOST,621948.9163,0.00572,3557.547801
FTM,2902356.354,0.001208954,3508.814222
ETH,1.323337805,2629.43,3479.624124
REEF,695751.816,0.004741333,3298.790989
OGV,377891.0771,0.008717,3294.07652
UAT,13189.49303,0.24452152,3225.114879
ZCX,36178.18172,0.08817,3189.830283
QNT,20708.17142,0.14852476,3075.67618
LDO,1856274.972,0.001590974,2953.285238
SALT,126908.3591,0.022086102,2802.911006
MC,1501.487906,1.843038578,2767.300135
XEC,29000000,8.55E-05,2480.571895
PIKA,1.11375E+11,2.15E-08,2394.219808
RAMP,29069.43092,0.082304213,2392.536647
BOOM,62000,0.037057013,2297.534835
CDT,9769.475706,0.214053812,2091.193517
xDuck,20000000,0.00010289,2057.805153
LTO,13995.13204,0.141782378,1984.263098
COMP,17177.67359,0.112236048,1927.954194
MTL,6905.46502,0.267962357,1850.404684
wNXM,29.6597699,59.07437673,1752.132421
BNT,1657504.226,0.001018121,1687.53976
MAGIC,4184.792265,0.384184818,1607.733653
AMB,190209.5738,0.00823,1565.424792
OM,418836.0195,0.003697313,1548.567788
MGMES,1000000,0.001473973,1473.972575
KEYFI,84598.45994,0.01632141,1380.766109
VRA,399542.6374,0.003341512,1335.076327
ENS,67705.41492,0.019601775,1327.146323
KEEP,9939.44958,0.125250293,1244.918973
DXP,9500,0.12790576,1215.104719
ACT,60000,0.020148633,1208.917973
CRV,1240656.169,0.000967356,1200.156268
LBA,4441681.213,0.0002567,1140.179567
ETH,0.387883085,2629.43,1019.911419
OCEAN,1428.997,0.711180596,1016.274939
LOOKS,21682.56286,0.045809019,993.256937
BAL,158427.5318,0.005592464,886.0003349
stETH,0.326147968,2630.875608,858.0547344
REPv2,2588.279496,0.309646948,801.4528472
REP,1193.683536,0.634045713,756.8499288
Trantor,200000000,3.75E-06,749.1821182
ORDER,5000,0.141359774,706.7988685
AXS,124.3295379,5.241474648,651.6701206
POLY,14686.26729,0.041813688,614.0870011
BNB,1.028146265,594.8,611.5413986
RPL,8245.177353,0.074013298,610.2527691
DEGO,21352.7435,0.02764732,590.346132
SXP,47585.15252,0.01211707,576.5926014
PSB,1.43157E+13,3.51E-11,502.5609304
RINTARO,31903958.92,1.53E-05,487.017408
FOX,12229.75304,0.03829583,468.3485467
VIDY,30633229.42,1.38E-05,422.3709673
ETH,0.157982386,2629.43,415.4036248
LAYER,10272.71105,0.039362216,404.3566719
ONT,1839.129716,0.205244397,377.4710702
DAWGZ,1000000,0.000361945,361.9454533
GNO,2316.388303,0.144847527,335.5231181
1INCH,1112.62,0.299867842,333.6389581
TOKE,481.9633348,0.677143306,326.3582457
EWTB,223.9520945,1.424787527,319.0841509
USDT,269.17,1.0001,269.196917
ELON,57016557085,4.08E-09,232.766567
$CAVIAR,30000,0.00732986,219.8958035
EZ,15228.60426,0.01299,197.8195694
KISHU,5.4413E+11,3.52E-10,191.5892548
ZUM,28170701.26,6.53E-06,183.8925553
SWAP,1446.673592,0.119364888,172.6820311
ERCX,75000,0.002175365,163.1524072
TCT,474442.773,0.0003316,157.3252235
BZZ,571.2523893,0.2698442,154.1491439
SLP,24983,0.005598312,139.862624
BTM,23779.08906,0.005207,123.8177167
cETH,2.31487504,53.02250674,122.7404774
LINK,8.32,12.51661585,104.1382439
RAI,33,3.015610326,99.51514076
BZRX,5244.383203,0.018276778,95.85042888
RGT,515.5948287,0.178809062,92.19302761
renBTC,0.00136831,64847.86498,88.73198213
TUP,6237.174444,0.013607504,84.87237732
PP,45922223.97,1.58E-06,72.34638747
CTO,4.64686E+11,1.32E-10,61.15001914
CQT,13374.26835,0.004543649,60.76797472
ETH,0.01858869,2629.43,48.87765915
ELON,343271062.4,1.40E-07,47.99752418
SYLVE,112048523.8,4.13E-07,46.25140594
PKF,1585.088558,0.028740829,45.55675885
POLK,3546.92446,0.012737019,45.17724513
GUA,86664,0.000496904,43.06364724
BOBA,158.4490187,0.24572,38.93409287
MANIA,8596.5,0.00441571,37.95964934
XPR,42980.404,0.000880439,37.84164459
SRM,1255.181536,0.02836194,35.59938388
PUPP,111000,0.000298511,33.1347119
FEG,79238941386,3.98E-10,31.55164008
USDC,29.81,1,29.81
EVX,10828.4882,0.002598,28.13241234
INUS,4.7798E+11,5.64E-11,26.97136662
PP,45922223.97,5.73E-07,26.33403031
XRP20,1393721.994,1.78E-05,24.7923454
PEN,69420000,3.55E-07,24.63052312
$JEET,281293,8.13E-05,22.856357
LICKER,500000,4.50E-05,22.51834249
USDC,20.807553,1,20.807553
USDT,20.640044,1.0001,20.642108
CERE,7211.73,0.002853483,20.57855168
LAS,51000000000,3.89E-10,19.82074869
SPC,960,0.020611353,19.78689907
DC,80342.50362,0.000245652,19.73626156
ILOVEU,1000000000,1.81E-08,18.092047
DRGNZ,1000000,1.72E-05,17.23365034
$MULAN,20.68,0.596259597,12.33064847
ROOST,2577,0.004474908,11.53183839
PEPU,1000000,1.02E-05,10.19790427
